1982.75,1.227203962,10.7,0.8
1983,0.27220144,10.4,-0.3
1983.25,4.599306675,10.1,-0.2
1983.5,3.881576385,9.4,-0.8
1983.75,3.976175882,8.5,-0.8
1984,5.631129175,7.9,-0.7
1984.25,3.753465497,7.4,-0.4
1984.5,3.463225097,7.4,0.0
1984.75,3.433497477,7.3,-0.1
1985,3.655295643,7.2,-0.1
1985.25,3.622194932,7.3,0.1
1985.5,2.479090675,7.2,-0.1
1985.75,4.057203986,7,-0.2
1986,2.074123909,7,0.0
1986.25,-1.95181845,7.2,0.1
1986.5,2.438288562,7,-0.2
1986.75,2.785779617,6.8,-0.1
1987,4.799097759,6.6,-0.2
1987.25,4.506421811,6.3,-0.3
1987.5,4.222913122,6,-0.3
1987.75,3.716635334,5.8,-0.2
1988,3.10927145,5.7,-0.1
1988.25,4.562353424,5.5,-0.2
1988.5,4.847177815,5.5,0.0
1988.75,4.346051948,5.3,-0.1
1989,4.518576773,5.2,-0.1
1989.25,6.414052365,5.2,0.0
1989.5,3.11536421,5.2,0.0
1989.75,4.0458157,5.4,0.1
1990,6.827000432,5.3,-0.1
1990.25,3.937855638,5.3,0.0
1990.5,6.850007657,5.7,0.4
1990.75,6.734673474,6.1,0.4
1991,2.97915975,6.6,0.5
1991.25,2.367454507,6.8,0.2
1991.5,3.037369157,6.9,0.0
1991.75,3.305000576,7.1,0.2
1992,2.701409206,7.4,0.3
1992.25,3.065149098,7.6,0.2
1992.5,3.041839754,7.6,0.0
1992.75,3.488531246,7.4,-0.3
1993,2.8995801,7.1,-0.2
1993.25,2.878712367,7.1,-0.1
1993.5,1.846299147,6.8,-0.3
1993.75,3.302013707,6.6,-0.2
1994,2.004560004,6.6,-0.1
1994.25,2.26578152,6.2,-0.4
1994.5,3.688320296,6,-0.2
1994.75,2.321435087,5.6,-0.4
1995,2.927166849,5.5,-0.2
1995.25,3.256701894,5.7,0.2
1995.5,2.011152996,5.7,0.0
1995.75,2.174627516,5.6,-0.1
1996,3.540992573,5.5,0.0
1996.25,3.424678454,5.5,0.0
1996.5,2.295192781,5.3,-0.2
1996.75,3.4603022,5.3,0.1
1997,2.429581247,5.2,-0.1
1997.25,0.917718621,5,-0.2
1997.5,1.995016604,4.9,-0.1
1997.75,2.15009821,4.7,-0.2
1998,0.823893185,4.6,0.0
1998.25,1.314709483,4.4,-0.2
1998.5,2.045621723,4.5,0.1
1998.75,1.872776958,4.4,-0.1
1999,1.459559698,4.3,-0.1
1999.25,2.983584037,4.3,0.0
1999.5,2.961494268,4.2,0.0
1999.75,2.939729192,4.1,-0.2
2000,3.938590309,4,0.0
2000.25,3.123185884,3.9,-0.1
2000.5,3.638852154,4,0.1
2000.75,2.841521021,3.9,-0.1
2001,3.808101877,4.2,0.3
2001.25,2.794837166,4.4,0.2
2001.5,1.127502391,4.8,0.4
2001.75,-0.300356688,5.5,0.7
2002,1.274961237,5.7,0.2
2002.25,3.132591062,5.8,0.1
2002.5,2.148750189,5.7,-0.1
2002.75,2.357715428,5.9,0.1
2003,4.092855003,5.9,0.0
2003.25,-0.654962395,6.1,0.3
2003.5,2.975070404,6.1,0.0
2003.75,1.515289987,5.8,-0.3
2004,3.370705737,5.7,-0.1
2004.25,3.13001775,5.6,-0.1
2004.5,2.542830389,5.4,-0.2
2004.75,4.27212325,5.4,0.0
2005,2.015117612,5.3,-0.1
2005.25,2.694078054,5.1,-0.2
2005.5,6.013095812,5,-0.1
2005.75,3.712793511,5,0.0
2006,2.0775786,4.7,-0.2
2006.25,3.593436245,4.6,-0.1
2006.5,3.758372659,4.6,0.0
2006.75,-1.644063145,4.4,-0.2
2007,3.902482774,4.5,0.1
2007.25,4.504753802,4.5,0.0
2007.5,2.524069451,4.7,0.2
2007.75,4.876717996,4.8,0.1
2008,4.3094564,5,0.2
2008.25,5.170191256,5.3,0.3
2008.5,6.12045741,6,0.7
2008.75,-9.267290143,6.9,0.9
2009,-2.760985374,8.3,1.4
2009.25,2.121393079,9.3,1.0
2009.5,3.42685219,9.6,0.3
2009.75,3.119537337,9.9,0.3
2010,0.633511794,9.8,-0.1
2010.25,-0.141102781,9.6,-0.2
2010.5,1.170871522,9.5,-0.2
2010.75,3.225853419,9.5,0.0
2011,4.246252603,9,-0.5
2011.25,4.522392698,9.1,0.0
2011.5,2.599796251,9,-0.1
2011.75,1.791592413,8.6,-0.4
2012,2.246367863,8.3,-0.4
2012.25,0.843516656,8.2,-0.1
2012.5,1.801816634,8,-0.2
2012.75,2.651005525,7.8,-0.2
2013,1.604596237,7.7,-0.1
2013.25,-0.438180618,7.5,-0.2
2013.5,2.157544261,7.2,-0.3
2013.75,1.476340606,6.9,-0.3
2014,2.483420555,6.7,-0.3
2014.25,2.118694459,6.2,-0.5
2014.5,1.022029266,6.1,-0.1
2014.75,-0.995011405,5.7,-0.4
2015,-2.597540062,5.5,-0.2
2015.25,2.718535177,5.4,-0.1
2015.5,1.507957516,5.1,-0.3
2015.75,-0.030271688,5,-0.1
2016,-0.248426488,4.9,-0.1
2016.25,3.186408616,4.9,0.0
2016.5,1.69430481,4.9,0.0
2016.75,2.531105111,4.8,-0.1
2017,2.664001911,4.6,-0.2
2017.25,0.712110087,4.4,-0.2
2017.5,1.892966681,4.3,-0.1
2017.75,3.104615848,4.1,-0.2
2018,3.097827959,4,-0.1
2018.25,2.493755373,3.9,-0.1
2018.5,1.618601775,3.8,-0.2
2018.75,1.559853894,3.8,0.1
2019,0.707880359,3.9,0.0
2019.25,3.441378736,3.7,-0.2
2019.5,1.279734198,3.6,-0.1
2019.75,2.595858812,3.6,0.0
2020,0.992073863,3.8,0.2
2020.25,-3.150478836,13.1,9.3
2020.5,4.573605084,8.8,-4.3
2020.75,2.400704613,6.8,-2.0
,,,
